SalesID,DateID,RegionID,ModelID,UnitsSold,Revenue_USD,DiscountPct,SalesChannel
2457,20200601,7,27,7,275842,0.04,Dealer
2458,20200601,7,28,15,851102,0.028,Direct
2459,20200601,7,29,11,436364,0.048,Direct
2460,20200601,7,30,25,787890,0.0,Direct
2461,20200601,8,1,,,0.072,Online
2462,20200601,8,2,116,6055395,0.015,Fleet
2463,20200601,8,3,52,4029616,0.073,Online
2464,20200601,8,4,36,2982981,0.057,Dealer
2465,20200601,8,5,45,1441254,0.075,Direct
2466,20200601,8,6,48,1290934,0.023,Online
2467,20200601,8,7,52,873254,0.015,Dealer
2468,20200601,8,8,26,1027125,0.075,Fleet
2469,20200601,8,9,27,802233,0.02,Dealer
2470,20200601,8,10,19,808252,0.015,Fleet
2471,20200601,8,11,26,986375,0.067,Direct
2472,20200601,8,12,25,952790,0.052,Fleet
2473,20200601,8,13,16,831099,0.061,Online
2474,20200601,8,14,12,1019511,0.035,Direct
2475,20200601,8,15,33,859575,0.031,Fleet
2476,20200601,8,16,16,734460,0.062,Direct
2477,20200601,8,17,7,469692,0.047,Dealer
2478,20200601,8,18,8,634049,0.043,Direct
2479,20200601,8,19,19,527384,0.066,Fleet
2480,20200601,8,20,15,474297,0.014,Online
2481,20200601,8,21,8,227230,0.015,Dealer
2482,20200601,8,22,7,200072,0.016,Dealer
2483,20200601,8,23,6,581174,0.072,Direct
2484,20200601,8,24,7,672786,0.019,Online
2485,20200601,8,25,12,1603558,0.067,Direct
2486,20200601,8,26,7,209546,0.05,Online
2487,20200601,8,27,9,353971,0.05,Dealer
2488,20200601,8,28,14,843779,0.073,Fleet
2489,20200601,8,29,15,616646,0.072,Fleet
2490,20200601,8,30,20,622837,0.055,Direct
2491,20200601,9,1,77,2922148,0.051,Direct
2492,20200601,9,2,79,4039468,0.005,Online
2493,20200601,9,3,47,3570183,0.056,Online
2494,20200601,9,4,34,2602746,0.046,Direct
2495,20200601,9,5,55,1665446,0.007,Fleet
2496,20200601,9,6,34,939976,0.003,Fleet
2497,20200601,9,7,52,883567,0.061,Direct
2498,20200601,9,8,29,1101991,0.035,Dealer
2499,20200601,9,9,14,441491,0.078,Dealer
2500,20200601,9,10,30,1151094,0.001,Dealer
2501,20200601,9,11,15,559251,0.016,Direct
2502,20200601,9,12,28,1076377,0.023,Direct
2503,20200601,9,13,14,786267,0.002,Fleet
2504,20200601,9,14,17,1409554,0.042,Dealer
2505,20200601,9,15,44,1176516,0.033,Direct
2506,20200601,9,16,18,763007,0.075,Online
2507,20200601,9,17,9,579255,0.0,Direct
2508,20200601,9,18,7,556882,0.01,Dealer
2509,20200601,9,19,13,336296,0.066,Fleet
2510,20200601,9,20,13,417590,0.023,Fleet
2511,20200601,9,21,5,144948,0.028,Fleet
2512,20200601,9,22,7,223174,0.036,Online
2513,20200601,9,23,7,730905,0.031,Online
2514,20200601,9,24,7,707305,0.002,Online
2515,20200601,9,25,7,956721,0.018,Fleet
2516,20200601,9,26,7,210303,0.017,Fleet
2517,20200601,9,27,5,186253,0.031,Online
2518,20200601,9,28,14,845092,0.011,Dealer
2519,20200601,9,29,13,583104,0.058,Online
2520,20200601,9,30,26,871125,0.061,Fleet
2521,20200601,10,1,148,5806839,0.043,Fleet
2522,20200601,10,2,213,10948943,0.062,Fleet
2523,20200601,10,3,92,6487712,0.031,Fleet
2524,20200601,10,4,57,4457242,0.056,Fleet
2525,20200601,10,5,99,3194871,0.062,Fleet
2526,20200601,10,6,79,2265329,0.012,Online
2527,20200601,10,7,63,1180565,0.025,Direct
2528,20200601,10,8,58,2253160,0.007,Direct
2529,20200601,10,9,54,1609966,0.075,Online
2530,20200601,10,10,45,1752549,0.017,Direct
2531,20200601,10,11,31,1230191,0.038,Dealer
2532,20200601,10,12,53,2022887,0.045,Dealer
2533,20200601,10,13,28,1509718,0.045,Fleet
2534,20200601,10,14,29,2416176,0.068,Dealer
2535,20200601,10,15,86,2228492,0.06,Dealer
2536,20200601,10,16,26,1148187,0.038,Direct
2537,20200601,10,17,7,478204,0.046,Fleet
2538,20200601,10,18,10,815988,0.076,Online
2539,20200601,10,19,38,989821,0.011,Online
2540,20200601,10,20,18,598567,0.009,Dealer
2541,20200601,10,21,15,453852,0.007,Fleet
2542,20200601,10,22,,,0.071,Fleet
2543,20200601,10,23,16,1577213,0.079,Direct
2544,20200601,10,24,13,1408443,0.004,Dealer
2545,20200601,10,25,13,1729196,0.022,Fleet
2546,20200601,10,26,12,346781,0.003,Direct
2547,20200601,10,27,13,513918,0.03,Direct
2548,20200601,10,28,26,1489368,0.03,Online
2549,20200601,10,29,30,1254941,0.027,Online
2550,20200601,10,30,28,938649,0.039,Online
2551,20200601,11,1,135,5532060,0.073,Direct
2552,20200601,11,2,,,0.01,Direct
2553,20200601,11,3,58,4324838,0.019,Direct
2554,20200601,11,4,42,3095026,0.001,Online
2555,20200601,11,5,90,2884022,0.07,Fleet
2556,20200601,11,6,47,1267330,0.053,Direct
2557,20200601,11,7,73,1367155,0.015,Direct
2558,20200601,11,8,,,0.063,Dealer
2559,20200601,11,9,30,961256,0.015,Dealer
2560,20200601,11,10,48,1958540,0.057,Fleet
2561,20200601,11,11,27,967501,0.015,Direct
2562,20200601,11,12,36,1541080,0.021,Dealer
2563,20200601,11,13,17,889357,0.026,Dealer
2564,20200601,11,14,14,1222557,0.047,Fleet
2565,20200601,11,15,41,1116032,0.059,Direct
2566,20200601,11,16,19,894109,0.02,Dealer
2567,20200601,11,17,10,709680,0.05,Fleet
2568,20200601,11,18,9,715602,0.057,Direct
2569,20200601,11,19,24,686608,0.073,Direct
2570,20200601,11,20,18,584369,0.026,Online
2571,20200601,11,21,9,266023,0.025,Dealer
2572,20200601,11,22,7,202802,0.055,Fleet
2573,20200601,11,23,7,720309,0.078,Fleet
2574,20200601,11,24,10,1023507,0.012,Fleet
2575,20200601,11,25,9,1193778,0.079,Dealer
2576,20200601,11,26,9,248890,0.063,Dealer
2577,20200601,11,27,12,421598,0.038,Online
2578,20200601,11,28,25,1383628,0.031,Online
2579,20200601,11,29,22,893576,0.049,Fleet
2580,20200601,11,30,20,705171,0.013,Direct
2581,20200601,12,1,62,2508595,0.049,Dealer
2582,20200601,12,2,82,4273944,0.064,Fleet
2583,20200601,12,3,18,1301247,0.025,Fleet
2584,20200601,12,4,22,1756058,0.042,Online
2585,20200601,12,5,41,1270073,0.078,Direct
2586,20200601,12,6,,,0.03,Dealer
2587,20200601,12,7,40,744007,0.025,Fleet
2588,20200601,12,8,25,942542,0.046,Online
2589,20200601,12,9,14,457680,0.046,Dealer
2590,20200601,12,10,14,579848,0.065,Dealer
2591,20200601,12,11,,,0.041,Direct
2592,20200601,12,12,16,614669,0.026,Fleet
2593,20200601,12,13,7,393469,0.005,Fleet
2594,20200601,12,14,11,980008,0.022,Dealer
2595,20200601,12,15,22,553286,0.0,Online
2596,20200601,12,16,13,574834,0.012,Online
2597,20200601,12,17,6,434003,0.016,Dealer
2598,20200601,12,18,5,389098,0.01,Direct
2599,20200601,12,19,10,268264,0.063,Fleet
2600,20200601,12,20,9,296885,0.024,Dealer
2601,20200601,12,21,5,147771,0.006,Fleet
2602,20200601,12,22,5,161297,0.036,Fleet
2603,20200601,12,23,4,373229,0.022,Online
2604,20200601,12,24,5,521400,0.023,Dealer
2605,20200601,12,25,5,664090,0.038,Dealer
2606,20200601,12,26,5,152050,0.044,Fleet
2607,20200601,12,27,4,156772,0.003,Online
2608,20200601,12,28,9,549667,0.003,Direct
2609,20200601,12,29,10,447364,0.011,Direct
2610,20200601,12,30,12,422723,0.019,Online
2611,20200601,13,1,57,2319572,0.039,Direct
2612,20200601,13,2,56,2809060,0.032,Dealer
2613,20200601,13,3,23,1622453,0.061,Online
2614,20200601,13,4,16,1186856,0.055,Direct
2615,20200601,13,5,43,1273504,0.018,Dealer
2616,20200601,13,6,27,789320,0.011,Online
2617,20200601,13,7,25,415126,0.061,Fleet
2618,20200601,13,8,,,0.057,Fleet
2619,20200601,13,9,11,333396,0.047,Direct
2620,20200601,13,10,16,617095,0.071,Dealer
2621,20200601,13,11,,,0.05,Online
2622,20200601,13,12,13,515036,0.031,Dealer
2623,20200601,13,13,8,459479,0.031,Online
2624,20200601,13,14,7,596238,0.077,Fleet
2625,20200601,13,15,21,519701,0.075,Dealer
2626,20200601,13,16,8,357846,0.06,Dealer
2627,20200601,13,17,5,324010,0.05,Online
2628,20200601,13,18,3,216004,0.001,Dealer
2629,20200601,13,19,8,217706,0.026,Fleet
2630,20200601,13,20,7,210892,0.039,Online
2631,20200601,13,21,4,107891,0.009,Direct
2632,20200601,13,22,3,92297,0.069,Online
2633,20200601,13,23,4,397144,0.013,Direct
2634,20200601,13,24,3,314437,0.078,Online
2635,20200601,13,25,,,0.062,Direct
2636,20200601,13,26,4,114499,0.074,Dealer
2637,20200601,13,27,4,155914,0.07,Fleet
2638,20200601,13,28,9,504485,0.058,Fleet
2639,20200601,13,29,9,369584,0.056,Fleet
2640,20200601,13,30,10,341358,0.017,Fleet
2641,20200601,14,1,32,1315458,0.033,Direct
2642,20200601,14,2,37,1712248,0.005,Online
2643,20200601,14,3,15,1073947,0.054,Dealer
2644,20200601,14,4,8,625994,0.0,Direct
2645,20200601,14,5,27,901825,0.039,Dealer
2646,20200601,14,6,12,341554,0.023,Direct
2647,20200601,14,7,16,271096,0.053,Online
2648,20200601,14,8,9,338683,0.026,Online
2649,20200601,14,9,6,201188,0.061,Dealer
2650,20200601,14,10,12,506212,0.04,Fleet
2651,20200601,14,11,7,279771,0.027,Online
2652,20200601,14,12,9,360223,0.043,Dealer
2653,20200601,14,13,6,348273,0.012,Online
2654,20200601,14,14,4,358212,0.013,Dealer
2655,20200601,14,15,18,463418,0.066,Direct
2656,20200601,14,16,5,222887,0.042,Direct
2657,20200601,14,17,2,142060,0.055,Online
2658,20200601,14,18,3,225181,0.067,Online
2659,20200601,14,19,4,108915,0.046,Fleet
2660,20200601,14,20,5,167749,0.018,Fleet
2661,20200601,14,21,3,88140,0.071,Direct
2662,20200601,14,22,3,95853,0.056,Online
2663,20200601,14,23,2,197893,0.008,Dealer
2664,20200601,14,24,,,0.002,Direct
2665,20200601,14,25,2,256325,0.036,Direct
2666,20200601,14,26,3,86983,0.032,Online
2667,20200601,14,27,2,76238,0.074,Direct
2668,20200601,14,28,6,376761,0.04,Online
2669,20200601,14,29,6,250202,0.043,Direct
2670,20200601,14,30,8,269407,0.07,Fleet
2671,20200601,15,1,38,1548001,0.007,Online
2672,20200601,15,2,38,1768139,0.058,Direct
2673,20200601,15,3,11,864419,0.003,Online
2674,20200601,15,4,11,890031,0.036,Fleet
2675,20200601,15,5,26,838474,0.002,Fleet
2676,20200601,15,6,19,501974,0.022,Fleet
2677,20200601,15,7,20,343050,0.009,Fleet
2678,20200601,15,8,8,297532,0.068,Direct
2679,20200601,15,9,7,210588,0.067,Dealer
2680,20200601,15,10,12,473712,0.031,Dealer
2681,20200601,15,11,8,297863,0.055,Fleet
2682,20200601,15,12,7,279946,0.056,Direct
2683,20200601,15,13,5,288930,0.045,Fleet
2684,20200601,15,14,5,445631,0.034,Online
2685,20200601,15,15,13,329431,0.045,Fleet
2686,20200601,15,16,5,209529,0.07,Online
2687,20200601,15,17,2,145479,0.011,Direct
2688,20200601,15,18,2,155088,0.053,Fleet
2689,20200601,15,19,4,110155,0.078,Dealer
2690,20200601,15,20,4,119688,0.003,Dealer
2691,20200601,15,21,2,53444,0.005,Direct
2692,20200601,15,22,2,61904,0.047,Direct
2693,20200601,15,23,2,190145,0.038,Dealer
2694,20200601,15,24,3,307474,0.038,Direct
2695,20200601,15,25,3,427095,0.006,Dealer
2696,20200601,15,26,3,84501,0.061,Fleet
2697,20200601,15,27,1,36276,0.06,Online
2698,20200601,15,28,5,308157,0.033,Fleet
2699,20200601,15,29,6,243792,0.058,Online
2700,20200601,15,30,8,270085,0.069,Dealer
2701,20200701,1,1,167,6497008,0.07,Dealer
2702,20200701,1,2,360,17776189,0.04,Direct
2703,20200701,1,3,140,9774507,0.071,Dealer
2704,20200701,1,4,99,7326615,0.022,Online
2705,20200701,1,5,134,4114141,0.043,Online
2706,20200701,1,6,156,4504278,0.038,Fleet
2707,20200701,1,7,124,2255174,0.074,Dealer
2708,20200701,1,8,120,4249138,0.039,Online
2709,20200701,1,9,55,1763143,0.075,Online
2710,20200701,1,10,92,3621279,0.074,Online
2711,20200701,1,11,87,3224538,0.066,Fleet
2712,20200701,1,12,63,2570796,0.054,Dealer
2713,20200701,1,13,50,2825644,0.024,Online
2714,20200701,1,14,30,2591776,0.016,Fleet
2715,20200701,1,15,110,3013815,0.051,Dealer
2716,20200701,1,16,46,2074629,0.027,Fleet
2717,20200701,1,17,21,1528411,0.037,Online
2718,20200701,1,18,27,2103426,0.02,Fleet
2719,20200701,1,19,,,0.015,Online
2720,20200701,1,20,25,783295,0.079,Online
2721,20200701,1,21,19,577230,0.05,Fleet
2722,20200701,1,22,24,724663,0.031,Direct
2723,20200701,1,23,25,2620489,0.003,Direct
2724,20200701,1,24,26,2690795,0.021,Direct
2725,20200701,1,25,30,4288504,0.045,Direct
2726,20200701,1,26,21,659603,0.058,Online
2727,20200701,1,27,21,795444,0.021,Online
2728,20200701,1,28,51,2874301,0.044,Online
2729,20200701,1,29,49,2043184,0.043,Direct
2730,20200701,1,30,65,2047281,0.059,Online
2731,20200701,2,1,168,6535799,0.019,Dealer
2732,20200701,2,2,173,8988072,0.022,Direct
2733,20200701,2,3,82,6136655,0.031,Dealer
2734,20200701,2,4,62,5108889,0.033,Fleet
2735,20200701,2,5,79,2527891,0.03,Online
2736,20200701,2,6,89,2510766,0.035,Online
2737,20200701,2,7,86,1592843,0.049,Online
2738,20200701,2,8,64,2261897,0.067,Fleet
2739,20200701,2,9,44,1360022,0.022,Online
2740,20200701,2,10,62,2491075,0.07,Direct
2741,20200701,2,11,37,1326471,0.057,Direct
2742,20200701,2,12,32,1262827,0.03,Fleet
2743,20200701,2,13,22,1190593,0.028,Online
2744,20200701,2,14,29,2651242,0.038,Dealer
2745,20200701,2,15,70,1834635,0.016,Direct
2746,20200701,2,16,33,1436421,0.061,Direct
2747,20200701,2,17,13,901310,0.02,Online
2748,20200701,2,18,12,896791,0.069,Online
2749,20200701,2,19,29,765722,0.005,Direct
2750,20200701,2,20,24,763729,0.063,Dealer
2751,20200701,2,21,12,327757,0.001,Dealer
2752,20200701,2,22,16,457568,0.062,Online
2753,20200701,2,23,14,1370810,0.061,Dealer
2754,20200701,2,24,12,1304390,0.02,Direct
2755,20200701,2,25,12,1698608,0.04,Direct
2756,20200701,2,26,14,395518,0.038,Dealer
2757,20200701,2,27,13,506103,0.037,Fleet
2758,20200701,2,28,33,1849081,0.02,Direct
2759,20200701,2,29,,,0.037,Fleet
2760,20200701,2,30,43,1411763,0.043,Fleet
2761,20200701,3,1,168,6634713,0.063,Fleet
2762,20200701,3,2,149,7359509,0.033,Fleet
2763,20200701,3,3,75,5901598,0.067,Direct
2764,20200701,3,4,50,3893968,0.03,Online
2765,20200701,3,5,117,3549402,0.062,Dealer
2766,20200701,3,6,75,2093187,0.061,Dealer
2767,20200701,3,7,77,1278071,0.018,Fleet
2768,20200701,3,8,42,1551154,0.057,Online
2769,20200701,3,9,41,1215798,0.076,Direct
2770,20200701,3,10,42,1613650,0.037,Fleet
2771,20200701,3,11,46,1702065,0.066,Fleet
2772,20200701,3,12,28,1199685,0.068,Direct
2773,20200701,3,13,22,1147589,0.079,Dealer
2774,20200701,3,14,26,2248763,0.005,Dealer
2775,20200701,3,15,53,1353131,0.049,Online
2776,20200701,3,16,21,904303,0.004,Direct
2777,20200701,3,17,14,965698,0.053,Direct
2778,20200701,3,18,9,659833,0.066,Online
2779,20200701,3,19,21,562180,0.011,Dealer
2780,20200701,3,20,20,620740,0.032,Direct
2781,20200701,3,21,12,339087,0.015,Dealer
2782,20200701,3,22,12,366736,0.079,Dealer
2783,20200701,3,23,13,1239630,0.039,Direct
2784,20200701,3,24,12,1301618,0.013,Fleet
2785,20200701,3,25,14,1863522,0.058,Online
2786,20200701,3,26,14,438579,0.021,Online
2787,20200701,3,27,10,384297,0.057,Online
2788,20200701,3,28,21,1286127,0.02,Direct
2789,20200701,3,29,21,865943,0.078,Fleet
2790,20200701,3,30,38,1280444,0.064,Online
2791,20200701,4,1,122,4985391,0.07,Dealer
2792,20200701,4,2,141,6625136,0.008,Online
2793,20200701,4,3,48,3451511,0.019,Fleet
2794,20200701,4,4,41,3299840,0.062,Direct
2795,20200701,4,5,53,1664645,0.002,Online
2796,20200701,4,6,64,1703545,0.07,Fleet
2797,20200701,4,7,77,1352616,0.019,Dealer
2798,20200701,4,8,35,1252110,0.013,Online
2799,20200701,4,9,20,595648,0.059,Dealer
2800,20200701,4,10,30,1223659,0.007,Dealer
2801,20200701,4,11,28,1013485,0.079,Online
2802,20200701,4,12,28,1190265,0.056,Direct
2803,20200701,4,13,25,1281212,0.047,Direct
2804,20200701,4,14,20,1788661,0.015,Dealer
2805,20200701,4,15,59,1492756,0.023,Direct
2806,20200701,4,16,15,645888,0.005,Online
2807,20200701,4,17,11,757008,0.018,Online
2808,20200701,4,18,11,884410,0.053,Fleet
2809,20200701,4,19,20,537344,0.056,Fleet
2810,20200701,4,20,16,532974,0.064,Online
2811,20200701,4,21,8,234650,0.003,Direct
2812,20200701,4,22,8,230085,0.009,Fleet
2813,20200701,4,23,11,1058521,0.026,Dealer
2814,20200701,4,24,11,1121520,0.01,Online
2815,20200701,4,25,10,1275670,0.013,Dealer
2816,20200701,4,26,9,250117,0.067,Online
2817,20200701,4,27,7,278875,0.063,Online
2818,20200701,4,28,22,1353801,0.06,Fleet
2819,20200701,4,29,14,621708,0.015,Dealer
2820,20200701,4,30,17,559692,0.039,Online
2821,20200701,5,1,158,6309005,0.077,Dealer
2822,20200701,5,2,196,9546457,0.062,Online
2823,20200701,5,3,60,4141049,0.039,Dealer
2824,20200701,5,4,30,2311457,0.053,Online
2825,20200701,5,5,55,1759332,0.049,Fleet
2826,20200701,5,6,60,1705310,0.003,Online
2827,20200701,5,7,54,936268,0.033,Direct
2828,20200701,5,8,40,1571939,0.074,Dealer
2829,20200701,5,9,42,1282728,0.071,Direct
2830,20200701,5,10,36,1502490,0.046,Fleet
2831,20200701,5,11,31,1249450,0.036,Fleet
2832,20200701,5,12,,,0.004,Direct
2833,20200701,5,13,22,1207893,0.033,Online
2834,20200701,5,14,18,1577569,0.04,Dealer
2835,20200701,5,15,42,1147704,0.074,Fleet
2836,20200701,5,16,20,866348,0.044,Dealer
2837,20200701,5,17,12,798477,0.038,Direct
2838,20200701,5,18,11,872949,0.021,Online
2839,20200701,5,19,19,504274,0.013,Direct
2840,20200701,5,20,18,551544,0.08,Direct
2841,20200701,5,21,11,332342,0.076,Direct
2842,20200701,5,22,11,346123,0.076,Dealer
2843,20200701,5,23,12,1222272,0.062,Fleet
2844,20200701,5,24,12,1230953,0.049,Direct
2845,20200701,5,25,10,1414304,0.044,Online
2846,20200701,5,26,11,342678,0.05,Direct
2847,20200701,5,27,11,414017,0.055,Dealer
2848,20200701,5,28,21,1310100,0.051,Direct
2849,20200701,5,29,19,762551,0.041,Fleet
2850,20200701,5,30,37,1181465,0.051,Direct
2851,20200701,6,1,83,3456562,0.062,Fleet
2852,20200701,6,2,72,3611980,0.016,Direct
2853,20200701,6,3,36,2489678,0.053,Online
2854,20200701,6,4,22,1714060,0.067,Online
2855,20200701,6,5,45,1436118,0.045,Direct
2856,20200701,6,6,30,824499,0.044,Online
2857,20200701,6,7,46,830443,0.02,Fleet
2858,20200701,6,8,26,1019246,0.004,Online
2859,20200701,6,9,10,328333,0.08,Online
2860,20200701,6,10,9,363188,0.006,Online
2861,20200701,6,11,18,641518,0.079,Online
2862,20200701,6,12,17,648089,0.011,Direct
2863,20200701,6,13,10,533719,0.071,Dealer
2864,20200701,6,14,11,953970,0.006,Direct
2865,20200701,6,15,25,656120,0.069,Online
2866,20200701,6,16,14,633412,0.008,Fleet
2867,20200701,6,17,5,340630,0.053,Online
2868,20200701,6,18,5,365740,0.008,Direct
2869,20200701,6,19,12,325358,0.043,Online
2870,20200701,6,20,12,400188,0.072,Dealer
2871,20200701,6,21,5,144126,0.069,Direct
2872,20200701,6,22,5,156016,0.01,Dealer
2873,20200701,6,23,5,477288,0.064,Dealer
2874,20200701,6,24,5,496385,0.034,Fleet
2875,20200701,6,25,5,671085,0.047,Online
2876,20200701,6,26,6,180023,0.071,Fleet
2877,20200701,6,27,,,0.009,Dealer
2878,20200701,6,28,13,787356,0.046,Direct
2879,20200701,6,29,12,490149,0.02,Direct
2880,20200701,6,30,15,511527,0.011,Dealer
2881,20200701,7,1,,,0.017,Direct
2882,20200701,7,2,103,4746263,0.009,Dealer
2883,20200701,7,3,36,2526922,0.03,Fleet
2884,20200701,7,4,28,2211617,0.022,Dealer
2885,20200701,7,5,57,1722659,0.053,Dealer
2886,20200701,7,6,37,1080951,0.035,Online
2887,20200701,7,7,56,1043846,0.005,Fleet
2888,20200701,7,8,27,971108,0.009,Online
2889,20200701,7,9,22,648940,0.063,Direct
2890,20200701,7,10,30,1200251,0.052,Fleet
2891,20200701,7,11,22,887976,0.022,Fleet
2892,20200701,7,12,27,1145849,0.001,Dealer
2893,20200701,7,13,12,659300,0.051,Dealer
2894,20200701,7,14,11,971285,0.042,Direct
2895,20200701,7,15,32,862443,0.002,Direct
2896,20200701,7,16,17,731844,0.065,Dealer
2897,20200701,7,17,,,0.077,Online
2898,20200701,7,18,4,318258,0.034,Online
2899,20200701,7,19,15,403702,0.061,Online
2900,20200701,7,20,13,397427,0.016,Fleet
2901,20200701,7,21,5,140127,0.03,Dealer
2902,20200701,7,22,4,118352,0.069,Online
2903,20200701,7,23,5,474318,0.077,Direct
2904,20200701,7,24,6,584691,0.072,Dealer
2905,20200701,7,25,6,819345,0.059,Direct
2906,20200701,7,26,6,188437,0.035,Dealer
2907,20200701,7,27,6,211400,0.001,Fleet
2908,20200701,7,28,15,860435,0.047,Fleet
2909,20200701,7,29,14,601647,0.007,Online
2910,20200701,7,30,19,635647,0.05,Dealer
2911,20200701,8,1,123,4945570,0.056,Direct
2912,20200701,8,2,122,5999013,0.079,Fleet
2913,20200701,8,3,51,3632550,0.046,Direct
2914,20200701,8,4,30,2316586,0.029,Fleet
2915,20200701,8,5,58,1944144,0.046,Online
2916,20200701,8,6,47,1351401,0.019,Direct
2917,20200701,8,7,56,944740,0.037,Fleet
2918,20200701,8,8,28,997486,0.009,Dealer
2919,20200701,8,9,19,625338,0.035,Direct
2920,20200701,8,10,39,1520655,0.03,Dealer
2921,20200701,8,11,20,800162,0.009,Dealer
2922,20200701,8,12,28,1076472,0.009,Dealer
2923,20200701,8,13,15,841623,0.071,Online
2924,20200701,8,14,14,1146799,0.08,Dealer
2925,20200701,8,15,47,1274537,0.022,Online
2926,20200701,8,16,15,702197,0.064,Direct
2927,20200701,8,17,8,548258,0.007,Direct
2928,20200701,8,18,9,657410,0.004,Direct
2929,20200701,8,19,13,369120,0.065,Direct
2930,20200701,8,20,15,475235,0.019,Dealer
2931,20200701,8,21,8,229837,0.006,Direct
2932,20200701,8,22,8,243511,0.021,Online
2933,20200701,8,23,5,491391,0.067,Dealer
2934,20200701,8,24,7,693285,0.051,Dealer
2935,20200701,8,25,7,957378,0.059,Online
2936,20200701,8,26,7,211801,0.079,Online
2937,20200701,8,27,10,388921,0.055,Direct
2938,20200701,8,28,17,959853,0.059,Direct
2939,20200701,8,29,17,681778,0.063,Online
2940,20200701,8,30,25,846698,0.077,Direct
2941,20200701,9,1,73,2940824,0.064,Online
2942,20200701,9,2,45,2145856,0.007,Dealer
2943,20200701,9,3,33,2434699,0.073,Direct
2944,20200701,9,4,23,1889750,0.023,Direct
2945,20200701,9,5,50,1569201,0.004,Direct
2946,20200701,9,6,,,0.021,Dealer
2947,20200701,9,7,38,693649,0.022,Dealer
2948,20200701,9,8,31,1169978,0.019,Dealer
2949,20200701,9,9,21,650525,0.004,Online
2950,20200701,9,10,21,889659,0.03,Direct
2951,20200701,9,11,19,713784,0.019,Fleet
2952,20200701,9,12,20,836199,0.001,Dealer
2953,20200701,9,13,14,807134,0.069,Online
2954,20200701,9,14,14,1141547,0.044,Direct
2955,20200701,9,15,33,877728,0.044,Fleet
2956,20200701,9,16,17,796289,0.041,Fleet
2957,20200701,9,17,6,407641,0.019,Direct
2958,20200701,9,18,6,454901,0.054,Dealer
2959,20200701,9,19,10,269177,0.024,Direct
2960,20200701,9,20,13,405423,0.057,Online
2961,20200701,9,21,6,162435,0.077,Online
2962,20200701,9,22,4,127126,0.066,Online
2963,20200701,9,23,8,833564,0.03,Online
2964,20200701,9,24,6,579734,0.032,Dealer
2965,20200701,9,25,6,781884,0.015,Direct
2966,20200701,9,26,5,147162,0.025,Online
2967,20200701,9,27,7,263752,0.073,Direct
2968,20200701,9,28,11,669611,0.029,Dealer
2969,20200701,9,29,14,564281,0.049,Direct
2970,20200701,9,30,17,554024,0.023,Direct
2971,20200701,10,1,186,7052081,0.078,Online
2972,20200701,10,2,188,9289174,0.047,Direct
2973,20200701,10,3,73,5109042,0.008,Fleet
2974,20200701,10,4,58,4703271,0.063,Direct
2975,20200701,10,5,98,3142315,0.016,Dealer
2976,20200701,10,6,75,2107820,0.08,Direct
2977,20200701,10,7,119,2236906,0.073,Fleet
2978,20200701,10,8,41,1499680,0.031,Fleet
2979,20200701,10,9,54,1751565,0.042,Direct
2980,20200701,10,10,,,0.015,Direct
2981,20200701,10,11,42,1656249,0.009,Dealer
2982,20200701,10,12,40,1616537,0.001,Fleet
2983,20200701,10,13,23,1293063,0.066,Direct
2984,20200701,10,14,33,2983615,0.073,Dealer
2985,20200701,10,15,54,1481321,0.006,Direct
2986,20200701,10,16,31,1441167,0.051,Online
2987,20200701,10,17,15,1036846,0.027,Direct
2988,20200701,10,18,14,1112036,0.033,Dealer
2989,20200701,10,19,28,783750,0.012,Dealer
2990,20200701,10,20,24,740025,0.033,Direct
2991,20200701,10,21,13,382653,0.01,Fleet
2992,20200701,10,22,14,398458,0.029,Direct
2993,20200701,10,23,13,1261576,0.035,Direct
2994,20200701,10,24,11,1070858,0.06,Fleet
2995,20200701,10,25,13,1695477,0.079,Dealer
2996,20200701,10,26,13,378970,0.049,Direct
2997,20200701,10,27,10,397094,0.017,Dealer
2998,20200701,10,28,31,1771856,0.027,Direct
2999,20200701,10,29,29,1239829,0.039,Fleet
3000,20200701,10,30,32,1074005,0.072,Dealer
3001,20200701,11,1,151,6311471,0.009,Online
3002,20200701,11,2,128,5890947,0.042,Fleet
3003,20200701,11,3,58,4489334,0.073,Dealer
3004,20200701,11,4,31,2349642,0.052,Direct
3005,20200701,11,5,94,3038729,0.048,Direct
3006,20200701,11,6,61,1791888,0.046,Direct
3007,20200701,11,7,69,1145187,0.08,Online
3008,20200701,11,8,32,1144898,0.06,Fleet
3009,20200701,11,9,29,947922,0.024,Fleet
3010,20200701,11,10,29,1187490,0.012,Online
3011,20200701,11,11,22,797795,0.045,Online
3012,20200701,11,12,,,0.04,Online
3013,20200701,11,13,13,751837,0.071,Direct
3014,20200701,11,14,16,1423484,0.066,Online
3015,20200701,11,15,50,1316134,0.077,Direct
3016,20200701,11,16,13,591345,0.079,Fleet
3017,20200701,11,17,10,681037,0.071,Fleet
3018,20200701,11,18,11,813442,0.045,Dealer
3019,20200701,11,19,16,447883,0.029,Dealer
3020,20200701,11,20,18,568873,0.053,Direct
3021,20200701,11,21,11,330689,0.077,Direct
3022,20200701,11,22,5,159484,0.045,Fleet
3023,20200701,11,23,8,750562,0.047,Online
3024,20200701,11,24,11,1078416,0.053,Direct
